id,canonical_name,country_iso,country_tier,country_tier_label,trl_level,trl_band,trl_evidence,trl_confidence,trl_source_url,trl_history_count,subsystem_count,primary_approach,all_approaches,tech_tree_node_count,tech_tree_primary_node,tech_tree_primary_method,tech_tree_primary_confidence,tech_tree_primary_reasoning,tech_tree_primary_source_url,tech_tree_all_nodes,tech_tree_all_methods,tech_tree_all_confidences,tech_tree_all_reasonings,tech_tree_all_source_urls,tech_tree_product_clusters,vc_funding_stage,vc_funding_stage_reasoning,foreign_ownership_flag,foreign_ownership_flag_reasoning,key_investors,key_investors_count,role_in_supply_chain,role_in_supply_chain_confidence,role_in_supply_chain_reasoning,role_in_supply_chain_source_url,regulatory_risk_score,regulatory_risk_score_confidence,regulatory_risk_score_reasoning,regulatory_risk_score_source_url,export_control_exposure,export_control_exposure_confidence,export_control_exposure_reasoning,customer_count_band,customer_count_band_reasoning,current_capacity,current_capacity_reasoning,manufacturing_countries,manufacturing_countries_reasoning,critical_material_deps,sole_source_dependency,critical_material_deps_reasoning,financial_risk_score,financial_risk_label,financial_risk_summary,commercial_risk_score,commercial_risk_label,commercial_risk_summary,manufacturing_risk_score,manufacturing_risk_label,manufacturing_risk_summary,geopolitical_risk_score,geopolitical_risk_label,geopolitical_risk_summary,founded_year,headcount_range,funding_total_usd,domain,linkedin_url,linkedin_industry,linkedin_headquarters,linkedin_specialties,linkedin_company_size_text,has_ownership_chain,ownership_top_shareholders,effective_country_tier,tier_shift,description,source,source_url,discovered_via,confidence,last_seen_at
kms-fusion,KMS Fusion,US,,,,,,,,0,0,,,1,concept_icf,llm,0.85,Wikipedia: laser inertial confinement — historic laser ICF pioneer; direct map to ICF concept.,https://en.wikipedia.org/wiki/List_of_nuclear_fusion_companies,concept_icf,llm,0.85,Wikipedia: laser inertial confinement — historic laser ICF pioneer; direct map to ICF concept.,https://en.wikipedia.org/wiki/List_of_nuclear_fusion_companies,,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Operator,0.65,Historical ICF laser-fusion company,https://en.wikipedia.org/wiki/List_of_nuclear_fusion_companies,0.5,0.5,ICF laser company; nuclear-adjacent,https://en.wikipedia.org/wiki/List_of_nuclear_fusion_companies,High,0.55,Laser ICF; advanced laser export controls,Unknown,Historical entity; no current info,Unknown,Historical / minimal info,,,,False,,0.7,high,Legacy 1969 ICF outfit with unknown current funding and unknown customer base; minimal modern commercial signal.,0.6,high,Operator with unknown capacity and unknown customer base; commercial position cannot be confirmed.,0.5,medium,Operator with unknown capacity — manufacturing readiness cannot be assessed.,0.35,medium,Tier-1 ally jurisdiction (US) with high export-control exposure and no foreign ownership / tier-3 ties.,1969,,,,,,,,,False,,,False,Wikipedia list entry: Inertial confinement: laser,manual,https://en.wikipedia.org/wiki/List_of_nuclear_fusion_companies,wikipedia_list,0.7,2026-05-11 19:36:41
keller-technology,Keller Technology,US,1,aligned,,,,,,0,0,supplier.vacuum_systems,supplier.vacuum_systems,1,concept_lts_tokamak,llm,0.45,Vacuum systems supplier with no specific signal; default to dominant LTS tokamak concept per rules.,https://www.fusionindustryassociation.org/about/members/,concept_lts_tokamak,llm,0.45,Vacuum systems supplier with no specific signal; default to dominant LTS tokamak concept per rules.,https://www.fusionindustryassociation.org/about/members/,Vacuum Systems > General,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Component Manufacturer,0.7,Vacuum systems supplier role,https://www.fusionindustryassociation.org/about/members/,0.35,0.65,Industrial vacuum equipment supplier,https://www.fusionindustryassociation.org/about/members/,Medium,0.55,Vacuum systems can be dual-use,Unknown,No customer data available,Commercial Factory,Established industrial supplier,,,,False,,0.1,low,"Keller Technology is an established conglomerate / public-listed integrator with diversified revenue (customer_count_band='Unknown', role='Component Manufacturer'); no startup burn risk.",0.3,medium,Keller Technology is established (role='Component Manufacturer') but customer_count_band='Unknown' in fusion-specific work is unclear; medium commercial risk.,0.2,low,Keller Technology: Component Manufacturer at Commercial Factory; drivers: Commercial Factory in place.,0.23,low,"Keller Technology (US, tier=1): tier-1 HQ (US), Medium export exposure.",,,,kellertechnology.com,,,,,,False,,,False,,fia,https://www.fusionindustryassociation.org/about/members/,,0.95,2026-05-11T14:52:49+00:00
kipt,Kharkiv Institute of Physics and Technology,UA,2,neutral_partner,,,,,,0,0,,,2,concept_lts_tokamak,deterministic,0.55,source signature 'euro-?fusion\.org': EUROfusion consortium member — primary focus is JET / ITER (LTS tokamak).,https://euro-fusion.org/eurofusion/members/,concept_lts_tokamak|concept_stellarator,deterministic|deterministic,0.55|0.45,source signature 'euro-?fusion\.org': EUROfusion consortium member — primary focus is JET / ITER (LTS tokamak).|source signature 'euro-?fusion\.org': EUROfusion also covers W7-X stellarator programme — secondary tag.,https://euro-fusion.org/eurofusion/members/|https://euro-fusion.org/eurofusion/members/,|,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Operator,0.55,EUROfusion consortium member; research institute,https://euro-fusion.org/eurofusion/members/,0.4,0.55,Academic plasma research,https://euro-fusion.org/eurofusion/members/,Medium,0.5,Ukrainian physics institute with sanctioned-region exposure,Unknown,Not a vendor,Lab Scale,Academic research institute,,,,False,,0.15,low,"Government-funded national lab / university research entity; not VC-dependent. Operates on programmatic budgets, not commercial revenue. Financial sustainability tied to public funding rather than burn rate.",0.15,low,"Not a commercial entity — public research institution / open-source project; commercial market-traction risk is not applicable. Mission is research, not product sales.",0.2,low,Academic / national-lab research entity at lab scale with no manufacturing scale-up plans — manufacturing-risk dimension not applicable.,0.45,medium,"Tier-2 country (UA) HQ — export-control and end-use scrutiny is moderate for fusion-relevant technology, with potential transfer restrictions to tier-3 partners.",,,,,,,,,,False,,,False,EUROfusion consortium member; acronym: KIPT,manual,https://euro-fusion.org/eurofusion/members/,,0.6,2026-05-11T14:52:49+00:00
kinectrics,Kinectrics,CA,1,aligned,,,,,,0,0,supplier.tritium_handling,supplier.tritium_handling,1,tech_tritium_breeding,deterministic,0.85,approach tag 'supplier.tritium_handling': Tritium-handling supplier tag maps to tritium breeding/handling enabling-tech node.,https://www.fusionindustryassociation.org/about/members/,tech_tritium_breeding,deterministic,0.85,approach tag 'supplier.tritium_handling': Tritium-handling supplier tag maps to tritium breeding/handling enabling-tech node.,https://www.fusionindustryassociation.org/about/members/,,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Component Manufacturer,0.75,Tritium-handling and nuclear services; tritium-breeding tech.,https://www.fusionindustryassociation.org/about/members/,0.85,0.8,Tritium handling at industrial scale; full nuclear qualification.,https://www.fusionindustryassociation.org/about/members/,High,0.8,Tritium handling tightly export-controlled.,20+,Established Canadian nuclear services provider.,Commercial Factory,Established commercial nuclear services firm.,CA:manufacturing,Canadian nuclear services provider.,Tritium,False,Tritium-handling firm.,0.1,low,"Established large enterprise / public conglomerate with diversified revenue; fusion/fission work is one program of many. Customer band 20+, role Component Manufacturer. Burn-rate risk is negligible.",0.18,low,Diversified incumbent with customer band 20+ and Commercial Factory; fusion/fission is a small program riding existing customer relationships.,0.49,medium,"Capacity Commercial Factory, 1 critical materials (Tritium), 0 sole-sourced, reg-score 0.85. Manufacturing in 1 country(ies). Moderate or limited exposure.",0.55,medium,"HQ CA (tier 1), foreign ownership None, manufacturing in ['CA'], export-control High. Tier-1 base with elevated export-control / cross-border factors.",,,,kinectrics.com,,,,,,False,,,False,,fia,https://www.fusionindustryassociation.org/about/members/,,0.95,2026-05-11T14:52:49+00:00
korea-electric-power-corporation-kepco,Korea Electric Power Corporation (KEPCO),KR,1,aligned,,,,,,0,0,,,2,concept_lts_tokamak,deterministic,0.55,source signature 'iter\.org/iter_supplier': ITER supply chain anchors on the LTS-tokamak concept.,https://www.iter.org/proc/overview,concept_lts_tokamak|milestone_iter_construction,deterministic|deterministic,0.55|0.65,source signature 'iter\.org/iter_supplier': ITER supply chain anchors on the LTS-tokamak concept.|source signature 'iter\.org/iter_supplier': Source indicates ITER supplier / iter.org listing — assigning to ITER construction milestone.,https://www.iter.org/proc/overview|https://www.iter.org/proc/overview,|,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,System Integrator,0.65,Partner in Momentum JV for ITER tokamak assembly.,https://www.iter.org/proc/overview,0.6,0.65,Major nuclear-utility with nuclear plant operations.,https://www.iter.org/proc/overview,Medium,0.6,Nuclear utility with limited export profile.,20+,Major Korean utility.,Commercial Factory,Multinational utility conglomerate.,,,,False,,0.1,low,"Established large enterprise / public conglomerate with diversified revenue; fusion/fission work is one program of many. Customer band 20+, role System Integrator. Burn-rate risk is negligible.",0.18,low,Diversified incumbent with customer band 20+ and Commercial Factory; fusion/fission is a small program riding existing customer relationships.,0.3,medium,"Capacity Commercial Factory, 0 critical materials (none listed), 0 sole-sourced, reg-score 0.6. Manufacturing in 0 country(ies). Moderate or limited exposure.",0.2,low,"HQ KR (tier 1), foreign ownership None, manufacturing in n/a, export-control Medium. Tier-1 base with limited export-control / cross-border factors.",,,,,,,,,,False,,,False,South Korean firm; partner in Momentum joint venture for assembly oversight,iter_supplier,https://www.iter.org/proc/overview,,0.7,2026-05-11T14:52:49+00:00
kronos-fusion-energy-incorporated,Kronos Fusion Energy Incorporated,,,,,,,,,0,0,,,0,,,,,,,,,,,,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,manual,https://www.crunchbase.com/organization/kronos-fusion-energy-incorporated,serp:crunchbase,0.55,2026-05-11 19:38:17
lppfusion,LPP Fusion,US,1,aligned,,,,,,0,0,alternative,alternative,1,concept_z_pinch,llm,0.65,Dense plasma focus with p-B11 fuel; DPF is a pinch-class device — closest taxonomy node is Z-Pinch.,https://lppfusion.com,concept_z_pinch,llm,0.65,Dense plasma focus with p-B11 fuel; DPF is a pinch-class device — closest taxonomy node is Z-Pinch.,https://lppfusion.com,Dense Plasma Focus,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Operator,0.85,Dense plasma focus developer.,https://lppfusion.com,0.4,0.6,Aneutronic pB fuel reduces nuclear risk profile.,https://lppfusion.com,Medium,0.55,Pulsed-power tech dual-use.,0,Pre-commercial concept.,Lab Scale,Small-scale R&D.,,,Boron-11,False,pB11 fuel.,0.65,high,Funding stage and total unknown; no named investors; customer band 0. Sparse signals point to early-stage pre-revenue burn risk.,0.9,critical,"Capacity Lab Scale, customer band 0, TRL None, role Operator. Low TRL and pre-revenue.",0.63,high,"Capacity Lab Scale, 1 critical materials (Boron-11), 0 sole-sourced, reg-score 0.4. Manufacturing in 0 country(ies). High concentration risk.",0.2,low,"HQ US (tier 1), foreign ownership None, manufacturing in n/a, export-control Medium. Tier-1 base with limited export-control / cross-border factors.",2003,,,lppfusion.com,,,,,,False,,,False,Dense plasma focus aimed at proton-boron fuel.,manual,https://lppfusion.com,,0.7,2026-05-11T14:52:49+00:00
lpp-fusion-inc-lawrenceville-plasma-physics,"LPP Fusion, Inc. (Lawrenceville Plasma Physics)",US,,,,,,,,0,0,,,1,concept_z_pinch,llm,0.65,Dense plasma focus is a pinch device; closest taxonomy node is Z-pinch.,https://en.wikipedia.org/wiki/List_of_nuclear_fusion_companies,concept_z_pinch,llm,0.65,Dense plasma focus is a pinch device; closest taxonomy node is Z-pinch.,https://en.wikipedia.org/wiki/List_of_nuclear_fusion_companies,Z-Pinch > Dense Plasma Focus,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Operator,0.85,Dense plasma focus concept developer,https://en.wikipedia.org/wiki/List_of_nuclear_fusion_companies,0.4,0.55,Z-pinch / DPF concept; aneutronic fuel intent,https://en.wikipedia.org/wiki/List_of_nuclear_fusion_companies,Medium,0.55,Pulsed power has dual-use export controls,0,Early-stage concept developer,Lab Scale,Small private fusion research firm,,,,False,,0.8,high,"Long-running (founded 2003) micro-startup Operator at Lab Scale with crowdfunded budget, 0 customers, no institutional VC; chronic financial fragility.",0.75,high,"Operator at Lab Scale with 0 customers; product not yet TRL-mature, no off-taker pipeline visible.",0.45,medium,Lab Scale Operator with no disclosed material dependencies; manufacturing scale-up is the dominant medium-term risk.,0.35,medium,Tier-1 ally jurisdiction (US) with medium export-control exposure and no foreign ownership / tier-3 ties.,2003,,,,,,,,,False,,,False,Wikipedia list entry: Magnetic confinement pinch : dense plasma focus,manual,https://en.wikipedia.org/wiki/List_of_nuclear_fusion_companies,wikipedia_list,0.7,2026-05-11 19:36:41
lpp-erm-kms,Laboratorium voor Plasmafysica - Royal Military Academy,BE,1,aligned,,,,,,0,0,,,2,concept_lts_tokamak,deterministic,0.55,source signature 'euro-?fusion\.org': EUROfusion consortium member — primary focus is JET / ITER (LTS tokamak).,https://euro-fusion.org/eurofusion/members/,concept_lts_tokamak|concept_stellarator,deterministic|deterministic,0.55|0.45,source signature 'euro-?fusion\.org': EUROfusion consortium member — primary focus is JET / ITER (LTS tokamak).|source signature 'euro-?fusion\.org': EUROfusion also covers W7-X stellarator programme — secondary tag.,https://euro-fusion.org/eurofusion/members/|https://euro-fusion.org/eurofusion/members/,|,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Operator,0.6,Belgian plasma physics lab EUROfusion member,https://euro-fusion.org/eurofusion/members/,0.4,0.55,National plasma physics lab,https://euro-fusion.org/eurofusion/members/,Low,0.55,Academic/military research lab,0,Research lab non-commercial,Lab Scale,Plasma physics research laboratory,,,,False,,0.15,low,Laboratorium voor Plasmafysica - Royal Military Academy is a national lab / government-funded research institution; budgets come from state appropriations (not VC runway). Going-concern risk is low though program funding can fluctuate.,0.15,low,"Laboratorium voor Plasmafysica - Royal Military Academy is a national lab / university — not a commercial entity. Commercial-traction risk is not applicable; marking low. (cap='Lab Scale', cust='0')",0.2,low,Laboratorium voor Plasmafysica - Royal Military Academy is a research institution with no disclosed critical-material exposure; manufacturing scale-up risk is largely n/a (cap='Lab Scale').,0.15,low,"Laboratorium voor Plasmafysica - Royal Military Academy (BE, tier=1): tier-1 HQ (BE), Low export exposure.",,,,,,,,,,False,,,False,EUROfusion consortium member; acronym: LPP-ERM/KMS,manual,https://euro-fusion.org/eurofusion/members/,,0.6,2026-05-11T14:52:49+00:00
larsen-toubro,Larsen & Toubro,IN,2,neutral_partner,,,,,,0,0,,,2,concept_lts_tokamak,deterministic,0.55,source signature 'iter\.org/iter_supplier': ITER supply chain anchors on the LTS-tokamak concept.,https://www.iter.org/proc/overview,concept_lts_tokamak|milestone_iter_construction,deterministic|deterministic,0.55|0.65,source signature 'iter\.org/iter_supplier': ITER supply chain anchors on the LTS-tokamak concept.|source signature 'iter\.org/iter_supplier': Source indicates ITER supplier / iter.org listing — assigning to ITER construction milestone.,https://www.iter.org/proc/overview|https://www.iter.org/proc/overview,|,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,System Integrator,0.8,Cryostat construction and water cooling system contractor for ITER,https://www.iter.org/proc/overview,0.75,0.75,ITER nuclear component construction with full qualification path,https://www.iter.org/proc/overview,High,0.7,Nuclear contractor with export-controlled work,20+,Major multinational engineering conglomerate,Commercial Factory,Major Indian industrial conglomerate,IN:manufacturing,Indian contractor producing cryostat — domestic production implied,,False,,0.1,low,"Larsen & Toubro is an established conglomerate / public-listed integrator with diversified revenue (customer_count_band='20+', role='System Integrator'); no startup burn risk.",0.12,low,Larsen & Toubro is an established System Integrator with customer_count_band='20+' and Commercial Factory; broad existing customer base implies low commercial risk.,0.2,low,"Larsen & Toubro: System Integrator at Commercial Factory; drivers: Commercial Factory in place, single manufacturing country (IN).",0.55,medium,"Larsen & Toubro (IN, tier=2): tier-2 HQ (IN), High export control exposure.",1938,,,,,,,,,False,,,False,Indian contractor for cryostat construction and water cooling system contracts,iter_supplier,https://www.iter.org/proc/overview,,0.7,2026-05-11T14:52:49+00:00
